Timestamp,dl_mcs,dl_n_samples,dl_buffer [bytes],tx_brate downlink [Mbps],tx_pkts downlink,tx_errors downlink (%),dl_cqi,ul_mcs,ul_n_samples,ul_buffer [bytes],rx_brate uplink [Mbps],rx_pkts uplink,rx_errors uplink (%),ul_sinr,phr,sum_requested_prbs,sum_granted_prbs,ul_turbo_iters
1.66922E+12,0,0,0,0,0,0,5.66667,15.8158,38,0,0.585312,11,0,27.8662,31,0,0,1
1.66922E+12,6.14286,14,0,0.00464,4,0,5.5,15.2444,45,0,0.602016,13,0,28.9198,31,12,12,1
1.66922E+12,6.06452,31,0,0.010048,9,0,5.5,12.1429,7,0,0.1,2,0,34.5214,31,27,27,1
1.66922E+12,0,0,0,0,0,0,5.71429,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,5.16667,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,8.77778,18,0,0.037888,5,0,5.5,13.2857,7,0,0.1,2,0,34.1942,31,34,60,1
1.66922E+12,0,0,0,0,0,0,5,15,14,0,0.1,4,0,31.8711,31,0,0,1
1.66922E+12,6.37624,101,0,0.07952,29,0,5.14286,15.0645,62,0,0.669376,18,0,30.3306,31,110,177,1
1.66922E+12,6.06897,87,0,0.072032,25,0,5,13.3125,16,0,0.1,5,0,33.2227,31,94,165,1
1.66922E+12,6.26415,53,0,0.033216,15,0,5.33333,13.4286,28,0,0.10624,8,0,33.1381,31,52,75,1
1.66922E+12,5.82857,70,0,0.045856,20,0,5,13.6667,21,0,0.1,6,0,33.4468,31,70,108,1
1.66922E+12,6.20339,59,0,0.038496,17,0,5,15,56,0,0.627392,16,0,30.5039,31,64,87,1
1.66922E+12,6.75,32,0,0.026496,9,0,5,12.1429,7,0,0.1,2,0,34.5561,31,34,57,1
1.66922E+12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1.66922E+12,4.42857,7,0,0.001664,2,0,5.14286,13.8,10,0,0.1,3,0,34.0741,31,6,6,1
